time_stamp,Requested File,Lifetime
50997,28.0,11.0
50997,1.0,12.0
50998,22.0,12.0
50998,2.0,12.0
50999,24.0,2.0
50999,21.0,2.0
51000,1.0,12.0
51000,12.0,10.0
51001,9.0,2.0
51002,13.0,12.0
51002,35.0,12.0
51003,24.0,2.0
51003,9.0,2.0
51004,25.0,12.0
51004,30.0,12.0
51005,12.0,10.0
51006,5.0,12.0
51008,24.0,2.0
51008,26.0,12.0
51009,23.0,2.0
51009,21.0,2.0
51010,13.0,12.0
51012,9.0,2.0
51012,5.0,12.0
51013,40.0,5.0
51013,4.0,12.0
51014,18.0,9.0
51014,23.0,2.0
51015,23.0,2.0
51015,8.0,2.0
51016,27.0,6.0
51016,24.0,2.0
51018,31.0,2.0
51020,13.0,12.0
51021,38.0,5.0
51021,2.0,12.0
51022,15.0,5.0
51023,37.0,11.0
51024,10.0,4.0
51024,21.0,2.0
51025,22.0,12.0
51025,35.0,12.0
51026,9.0,2.0
51026,24.0,2.0
51027,1.0,12.0
51027,31.0,2.0
51028,31.0,2.0
51028,5.0,12.0
51029,24.0,2.0
51029,24.0,2.0
51030,26.0,12.0
51030,21.0,2.0
51031,4.0,12.0
51032,31.0,2.0
51032,3.0,3.0
51034,13.0,12.0
51035,8.0,2.0
51036,7.0,3.0
51037,31.0,2.0
51040,35.0,12.0
51041,24.0,2.0
51041,8.0,2.0
51042,13.0,12.0
51043,21.0,2.0
51044,31.0,2.0
51044,14.0,6.0
51045,9.0,2.0
51046,25.0,12.0
51046,24.0,2.0
51047,24.0,2.0
51047,5.0,12.0
51048,9.0,2.0
51048,21.0,2.0
51050,29.0,7.0
51051,24.0,2.0
51051,20.0,10.0
51052,9.0,2.0
51052,24.0,2.0
51053,31.0,2.0
51053,21.0,2.0
51054,26.0,12.0
51055,6.0,8.0
51056,24.0,2.0
51057,35.0,12.0
51058,14.0,6.0
51059,13.0,12.0
51059,3.0,3.0
51060,24.0,2.0
51060,9.0,2.0
51061,8.0,2.0
51062,26.0,12.0
51063,31.0,2.0
51064,3.0,3.0
51064,5.0,12.0
51065,29.0,7.0
51065,4.0,12.0
51066,23.0,2.0
51066,2.0,12.0
51067,25.0,12.0
51068,19.0,10.0
51069,22.0,12.0
51069,24.0,2.0
51070,13.0,12.0
51071,17.0,8.0
51072,31.0,2.0
51072,8.0,2.0
51073,16.0,13.0
51074,35.0,12.0
51075,16.0,13.0
51075,5.0,12.0
51076,24.0,2.0
51076,22.0,12.0
51077,31.0,2.0
51077,8.0,2.0
51078,13.0,12.0
51078,2.0,12.0
51079,23.0,2.0
51080,31.0,2.0
51080,9.0,2.0
51081,24.0,2.0
51082,27.0,6.0
51084,23.0,2.0
51085,22.0,12.0
51085,18.0,9.0
51086,9.0,2.0
51086,21.0,2.0
51088,5.0,12.0
51088,8.0,2.0
51089,23.0,2.0
51090,31.0,2.0
51092,18.0,9.0
51092,33.0,9.0
51093,31.0,2.0
51093,8.0,2.0
51094,21.0,2.0
51095,13.0,12.0
51095,5.0,12.0
51096,23.0,2.0
51097,24.0,2.0
51098,2.0,12.0
51099,31.0,2.0
51099,8.0,2.0
51100,24.0,2.0
51100,9.0,2.0
51102,5.0,12.0
51102,24.0,2.0
51104,14.0,6.0
51105,24.0,2.0
51105,4.0,12.0
51106,9.0,2.0
51107,24.0,2.0
51109,9.0,2.0
51109,13.0,12.0
51110,9.0,2.0
51111,21.0,2.0
51112,25.0,12.0
51112,5.0,12.0
51113,8.0,2.0
51115,2.0,12.0
51116,9.0,2.0
51116,20.0,10.0
51117,21.0,2.0
51118,25.0,12.0
51119,5.0,12.0
51121,1.0,12.0
51121,24.0,2.0
51122,24.0,2.0
51122,29.0,7.0
51123,9.0,2.0
51123,21.0,2.0
51124,19.0,10.0
51124,8.0,2.0
51125,24.0,2.0
51126,4.0,12.0
51127,3.0,3.0
51128,13.0,12.0
51129,23.0,2.0
51129,5.0,12.0
51130,6.0,8.0
51130,8.0,2.0
51132,22.0,12.0
51133,22.0,12.0
51133,8.0,2.0
51134,33.0,9.0
51135,25.0,12.0
51136,24.0,2.0
51138,4.0,12.0
51138,9.0,2.0
51140,24.0,2.0
51140,8.0,2.0
51141,23.0,2.0
51142,11.0,10.0
51142,9.0,2.0
51143,17.0,8.0
51143,35.0,12.0
51144,9.0,2.0
51144,24.0,2.0
51145,1.0,12.0
51146,22.0,12.0
51146,17.0,8.0
51147,9.0,2.0
51148,31.0,2.0
51148,24.0,2.0
51149,21.0,2.0
51150,5.0,12.0
51151,13.0,12.0
51152,31.0,2.0
51153,24.0,2.0
51154,2.0,12.0
51155,8.0,2.0
51156,23.0,2.0
51156,35.0,12.0
51157,31.0,2.0
51157,28.0,11.0
51158,9.0,2.0
51158,21.0,2.0
51159,25.0,12.0
51160,20.0,10.0
51161,22.0,12.0
51161,4.0,12.0
51162,27.0,6.0
51162,24.0,2.0
51163,1.0,12.0
51164,13.0,12.0
51164,3.0,3.0
51165,24.0,2.0
51166,8.0,2.0
51167,9.0,2.0
51169,2.0,12.0
51170,23.0,2.0
51170,38.0,5.0
51171,9.0,2.0
51171,9.0,2.0
51172,24.0,2.0
51172,21.0,2.0
51173,25.0,12.0
51173,35.0,12.0
51174,15.0,5.0
51174,27.0,6.0
51175,31.0,2.0
51175,21.0,2.0
51176,13.0,12.0
51176,24.0,2.0
51178,1.0,12.0
51179,24.0,2.0
51179,21.0,2.0
51180,23.0,2.0
51182,9.0,2.0
51183,25.0,12.0
51184,22.0,12.0
51184,24.0,2.0
51185,9.0,2.0
51185,11.0,10.0
51186,5.0,12.0
51187,4.0,12.0
51187,8.0,2.0
51188,2.0,12.0
51188,38.0,5.0
51189,30.0,12.0
51189,7.0,3.0
51190,31.0,2.0
51190,2.0,12.0
51191,24.0,2.0
51191,8.0,2.0
51192,9.0,2.0
51192,24.0,2.0
51193,1.0,12.0
51193,4.0,12.0
51194,11.0,10.0
51195,23.0,2.0
51195,35.0,12.0
51196,22.0,12.0
51196,23.0,2.0
51197,8.0,2.0
51198,23.0,2.0
51198,12.0,10.0
51199,9.0,2.0
51199,9.0,2.0
51200,24.0,2.0
51200,5.0,12.0
51201,31.0,2.0
51201,36.0,6.0
51202,10.0,4.0
51202,4.0,12.0
51203,29.0,7.0
51203,21.0,2.0
51204,24.0,2.0
51204,31.0,2.0
51205,19.0,10.0
51206,20.0,10.0
51206,8.0,2.0
51207,31.0,2.0
51208,9.0,2.0
51208,2.0,12.0
51209,22.0,12.0
51209,8.0,2.0
51210,3.0,3.0
51210,24.0,2.0
51211,5.0,12.0
51211,9.0,2.0
51212,24.0,2.0
51212,14.0,6.0
51213,1.0,12.0
51213,24.0,2.0
51214,13.0,12.0
51215,9.0,2.0
51215,35.0,12.0
51216,33.0,9.0
51216,9.0,2.0
51217,23.0,2.0
51218,8.0,2.0
51220,22.0,12.0
51220,2.0,12.0
51221,39.0,10.0
51222,31.0,2.0
51223,1.0,12.0
51225,21.0,2.0
51226,7.0,3.0
51226,9.0,2.0
51227,25.0,12.0
51227,24.0,2.0
51228,24.0,2.0
51228,4.0,12.0
51229,9.0,2.0
51230,27.0,6.0
51230,15.0,5.0
51231,11.0,10.0
51232,19.0,10.0
51233,13.0,12.0
51234,31.0,2.0
51235,21.0,2.0
51236,19.0,10.0
51236,24.0,2.0
51238,28.0,11.0
51238,29.0,7.0
51239,1.0,12.0
51239,39.0,10.0
51240,4.0,12.0
51241,24.0,2.0
51242,34.0,6.0
51243,23.0,2.0
51243,4.0,12.0
51244,26.0,12.0
51244,8.0,2.0
51245,22.0,12.0
51245,24.0,2.0
51246,23.0,2.0
51246,35.0,12.0
51247,31.0,2.0
51247,15.0,5.0
51248,13.0,12.0
51248,24.0,2.0
51249,9.0,2.0
51250,21.0,2.0
51251,1.0,12.0
51252,25.0,12.0
51252,35.0,12.0
51253,21.0,2.0
51254,37.0,11.0
51255,13.0,12.0
51255,9.0,2.0
51256,31.0,2.0
51257,24.0,2.0
51257,8.0,2.0
51258,17.0,8.0
51259,31.0,2.0
51260,22.0,12.0
51260,35.0,12.0
51261,7.0,3.0
51262,24.0,2.0
51262,9.0,2.0
51263,9.0,2.0
51263,2.0,12.0
51264,36.0,6.0
51264,24.0,2.0
51265,23.0,2.0
51265,21.0,2.0
51266,9.0,2.0
51267,24.0,2.0
51267,31.0,2.0
51268,15.0,5.0
51269,34.0,6.0
51270,39.0,10.0
51271,25.0,12.0
51271,8.0,2.0
51272,23.0,2.0
51272,24.0,2.0
51273,31.0,2.0
51273,26.0,12.0
51274,35.0,12.0
51275,13.0,12.0
51276,24.0,2.0
51277,2.0,12.0
51278,9.0,2.0
51279,9.0,2.0
51279,21.0,2.0
51280,35.0,12.0
51280,5.0,12.0
51281,31.0,2.0
51281,8.0,2.0
51282,3.0,3.0
51282,18.0,9.0
51283,13.0,12.0
51284,1.0,12.0
51284,14.0,6.0
51285,23.0,2.0
51285,9.0,2.0
51286,2.0,12.0
51287,4.0,12.0
51288,25.0,12.0
51288,8.0,2.0
51289,24.0,2.0
51289,29.0,7.0
51290,7.0,3.0
51290,21.0,2.0
51291,9.0,2.0
51292,27.0,6.0
51292,8.0,2.0
51293,23.0,2.0
51294,31.0,2.0
51297,24.0,2.0
51297,27.0,6.0
51298,9.0,2.0
51299,21.0,2.0
51300,23.0,2.0
51300,5.0,12.0
51301,31.0,2.0
51301,35.0,12.0
51302,9.0,2.0
51302,4.0,12.0
51304,25.0,12.0
51304,8.0,2.0
51305,24.0,2.0
51306,16.0,13.0
51307,23.0,2.0
51308,21.0,2.0
51309,10.0,4.0
51310,2.0,12.0
51311,31.0,2.0
51311,21.0,2.0
51312,9.0,2.0
51313,25.0,12.0
51313,4.0,12.0
51315,1.0,12.0
51315,9.0,2.0
51316,24.0,2.0
51317,13.0,12.0
51317,35.0,12.0
51318,31.0,2.0
51319,9.0,2.0
51319,9.0,2.0
51321,39.0,10.0
51322,23.0,2.0
51322,21.0,2.0
51323,25.0,12.0
51323,8.0,2.0
51324,3.0,3.0
51324,5.0,12.0
51325,22.0,12.0
51325,9.0,2.0
51326,30.0,12.0
51327,1.0,12.0
51327,39.0,10.0
51328,23.0,2.0
51329,29.0,7.0
51329,8.0,2.0
51331,31.0,2.0
51332,25.0,12.0
51332,21.0,2.0
51333,7.0,3.0
51333,4.0,12.0
51334,23.0,2.0
51334,2.0,12.0
51335,39.0,10.0
51336,24.0,2.0
51336,10.0,4.0
51337,21.0,2.0
51338,22.0,12.0
51338,27.0,6.0
51339,13.0,12.0
51340,2.0,12.0
51341,31.0,2.0
51341,5.0,12.0
51342,9.0,2.0
51343,37.0,11.0
51344,25.0,12.0
51346,31.0,2.0
51346,24.0,2.0
51347,24.0,2.0
51347,3.0,3.0
51348,1.0,12.0
51349,4.0,12.0
51350,21.0,2.0
51351,23.0,2.0
51352,35.0,12.0
51353,21.0,2.0
51354,24.0,2.0
51354,10.0,4.0
51355,8.0,2.0
51356,2.0,12.0
51357,12.0,10.0
51357,15.0,5.0
51358,24.0,2.0
51359,9.0,2.0
51359,24.0,2.0
51360,9.0,2.0
51361,35.0,12.0
51362,25.0,12.0
51362,21.0,2.0
51363,23.0,2.0
51363,8.0,2.0
51364,24.0,2.0
51365,24.0,2.0
51366,26.0,12.0
51367,31.0,2.0
51368,9.0,2.0
51369,23.0,2.0
51369,24.0,2.0
51371,1.0,12.0
51372,8.0,2.0
51373,31.0,2.0
51373,25.0,12.0
51374,39.0,10.0
51374,21.0,2.0
51375,28.0,11.0
51376,9.0,2.0
51376,2.0,12.0
51377,13.0,12.0
51378,35.0,12.0
51379,24.0,2.0
51380,8.0,2.0
51381,22.0,12.0
51381,24.0,2.0
51382,31.0,2.0
51382,21.0,2.0
51384,4.0,12.0
51385,25.0,12.0
51385,8.0,2.0
51387,9.0,2.0
51389,2.0,12.0
51390,31.0,2.0
51390,25.0,12.0
51391,22.0,12.0
51391,7.0,3.0
51392,8.0,2.0
51393,24.0,2.0
51394,20.0,10.0
51395,9.0,2.0
51396,24.0,2.0
51398,23.0,2.0
51398,9.0,2.0
51399,9.0,2.0
51401,5.0,12.0
51402,24.0,2.0
51402,8.0,2.0
51403,37.0,11.0
51404,31.0,2.0
51405,14.0,6.0
51405,4.0,12.0
51406,24.0,2.0
51407,21.0,2.0
51408,23.0,2.0
51408,35.0,12.0
51409,31.0,2.0
51409,21.0,2.0
51410,36.0,6.0
51411,6.0,8.0
51412,13.0,12.0
51412,4.0,12.0
51413,24.0,2.0
51414,1.0,12.0
51414,8.0,2.0
51416,29.0,7.0
51416,24.0,2.0
51417,3.0,3.0
51418,24.0,2.0
51419,23.0,2.0
51419,34.0,6.0
51420,13.0,12.0
51421,24.0,2.0
51421,19.0,10.0
51422,23.0,2.0
51422,4.0,12.0
51423,22.0,12.0
51423,40.0,5.0
51424,2.0,12.0
51425,9.0,2.0
51427,2.0,12.0
51427,37.0,11.0
51428,26.0,12.0
51428,24.0,2.0
51429,31.0,2.0
51429,9.0,2.0
51430,9.0,2.0
51430,35.0,12.0
51431,24.0,2.0
51431,21.0,2.0
51432,22.0,12.0
51434,23.0,2.0
51436,9.0,2.0
51436,28.0,11.0
51437,13.0,12.0
51438,23.0,2.0
51439,31.0,2.0
51439,9.0,2.0
51440,10.0,4.0
51440,21.0,2.0
51441,9.0,2.0
51441,5.0,12.0
51442,24.0,2.0
51442,8.0,2.0
51443,7.0,3.0
51444,31.0,2.0
51445,23.0,2.0
51446,9.0,2.0
51447,32.0,6.0
51448,21.0,2.0
51449,31.0,2.0
51450,24.0,2.0
51451,1.0,12.0
51451,12.0,10.0
51452,25.0,12.0
51452,8.0,2.0
51453,2.0,12.0
51455,16.0,13.0
51455,34.0,6.0
51456,24.0,2.0
51457,35.0,12.0
51458,23.0,2.0
51458,8.0,2.0
51459,22.0,12.0
51459,9.0,2.0
51460,9.0,2.0
51460,28.0,11.0
51461,13.0,12.0
51461,8.0,2.0
51462,31.0,2.0
51462,5.0,12.0
51463,24.0,2.0
51463,4.0,12.0
51464,38.0,5.0
51466,8.0,2.0
51466,9.0,2.0
51467,1.0,12.0
51467,21.0,2.0
51469,4.0,12.0
51470,12.0,10.0
51470,24.0,2.0
51473,23.0,2.0
51473,24.0,2.0
51475,22.0,12.0
51476,25.0,12.0
51476,6.0,8.0
51477,8.0,2.0
51478,9.0,2.0
51478,4.0,12.0
51479,35.0,12.0
51480,23.0,2.0
51480,8.0,2.0
51481,35.0,12.0
51482,2.0,12.0
51483,9.0,2.0
51483,24.0,2.0
51484,21.0,2.0
51485,24.0,2.0
51486,32.0,6.0
51487,22.0,12.0
51487,5.0,12.0
51488,9.0,2.0
51488,8.0,2.0
51489,24.0,2.0
51489,12.0,10.0
51490,23.0,2.0
51490,9.0,2.0
51491,31.0,2.0
51491,29.0,7.0
51492,25.0,12.0
51492,35.0,12.0
51494,23.0,2.0
51495,35.0,12.0
51496,8.0,2.0
51497,27.0,6.0
51497,35.0,12.0
51498,13.0,12.0
51498,21.0,2.0
51500,9.0,2.0
51502,31.0,2.0
51502,4.0,12.0
51504,9.0,2.0
51504,9.0,2.0
51505,7.0,3.0
51506,26.0,12.0
51507,2.0,12.0
51508,13.0,12.0
51509,21.0,2.0
51510,25.0,12.0
51511,10.0,4.0
51511,39.0,10.0
51513,9.0,2.0
51513,23.0,2.0
51514,1.0,12.0
51514,9.0,2.0
51515,21.0,2.0
51516,8.0,2.0
51517,23.0,2.0
51518,17.0,8.0
51518,9.0,2.0
51521,32.0,6.0
51522,22.0,12.0
51522,8.0,2.0
51523,23.0,2.0
51523,30.0,12.0
51524,5.0,12.0
51525,8.0,2.0
51526,21.0,2.0
51527,31.0,2.0
51527,2.0,12.0
51528,24.0,2.0
51528,8.0,2.0
51529,13.0,12.0
51529,35.0,12.0
51530,4.0,12.0
51532,31.0,2.0
51532,8.0,2.0
51533,25.0,12.0
51534,5.0,12.0
51535,31.0,2.0
51536,22.0,12.0
51536,24.0,2.0
51537,8.0,2.0
51538,23.0,2.0
51538,21.0,2.0
51539,1.0,12.0
51540,13.0,12.0
51540,23.0,2.0
51541,9.0,2.0
51541,8.0,2.0
51542,24.0,2.0
51543,6.0,8.0
51544,22.0,12.0
51544,9.0,2.0
51545,9.0,2.0
51545,5.0,12.0
51546,2.0,12.0
51547,39.0,10.0
51548,21.0,2.0
51550,13.0,12.0
51550,35.0,12.0
51551,24.0,2.0
51552,31.0,2.0
51552,8.0,2.0
51554,16.0,13.0
51554,4.0,12.0
51555,21.0,2.0
51555,39.0,10.0
51556,31.0,2.0
51558,9.0,2.0
51558,21.0,2.0
51560,33.0,9.0
51560,9.0,2.0
51561,24.0,2.0
51561,8.0,2.0
51562,25.0,12.0
51563,23.0,2.0
51563,10.0,4.0
51564,19.0,10.0
51565,1.0,12.0
51565,5.0,12.0
51566,13.0,12.0
51567,24.0,2.0
51567,21.0,2.0
51568,22.0,12.0
51568,8.0,2.0
51569,31.0,2.0
51570,24.0,2.0
51571,16.0,13.0
51571,30.0,12.0
51573,21.0,2.0
51574,9.0,2.0
51574,28.0,11.0
51575,24.0,2.0
51576,18.0,9.0
51577,23.0,2.0
51578,1.0,12.0
51578,40.0,5.0
51579,8.0,2.0
51580,31.0,2.0
51580,14.0,6.0
51581,23.0,2.0
51581,24.0,2.0
51582,9.0,2.0
51584,12.0,10.0
51584,4.0,12.0
51585,9.0,2.0
51586,21.0,2.0
51587,31.0,2.0
51587,35.0,12.0
51590,9.0,2.0
51590,8.0,2.0
51591,31.0,2.0
51591,26.0,12.0
51592,18.0,9.0
51593,24.0,2.0
51593,5.0,12.0
51594,13.0,12.0
51594,2.0,12.0
51595,6.0,8.0
51595,8.0,2.0
51596,9.0,2.0
51596,21.0,2.0
51597,22.0,12.0
51598,27.0,6.0
51599,9.0,2.0
51600,16.0,13.0
51601,9.0,2.0
51602,31.0,2.0
51602,24.0,2.0
51603,24.0,2.0
51603,4.0,12.0
51604,32.0,6.0
51605,9.0,2.0
51605,5.0,12.0
51606,8.0,2.0
51607,31.0,2.0
51607,9.0,2.0
51610,24.0,2.0
51611,9.0,2.0
51611,35.0,12.0
51612,24.0,2.0
51613,1.0,12.0
51613,15.0,5.0
51614,24.0,2.0
51615,34.0,6.0
51615,9.0,2.0
51616,24.0,2.0
51616,35.0,12.0
51617,38.0,5.0
51618,31.0,2.0
51618,8.0,2.0
51619,22.0,12.0
51619,2.0,12.0
51620,1.0,12.0
51620,21.0,2.0
51621,8.0,2.0
51622,32.0,6.0
51622,9.0,2.0
51623,23.0,2.0
51624,14.0,6.0
51626,24.0,2.0
51627,23.0,2.0
51627,31.0,2.0
51628,31.0,2.0
51628,8.0,2.0
51629,34.0,6.0
51629,4.0,12.0
51630,9.0,2.0
51631,9.0,2.0
51631,40.0,5.0
51632,5.0,12.0
51633,9.0,2.0
51634,8.0,2.0
51636,9.0,2.0
51636,21.0,2.0
51637,22.0,12.0
51637,28.0,11.0
51638,24.0,2.0
51638,2.0,12.0
51639,21.0,2.0
51640,17.0,8.0
51641,23.0,2.0
51641,35.0,12.0
51642,24.0,2.0
51643,2.0,12.0
51643,3.0,3.0
51644,7.0,3.0
51644,24.0,2.0
51645,9.0,2.0
51647,16.0,13.0
51648,1.0,12.0
51649,24.0,2.0
51649,9.0,2.0
51650,23.0,2.0
51650,4.0,12.0
51651,25.0,12.0
51651,8.0,2.0
51652,9.0,2.0
51653,9.0,2.0
51654,23.0,2.0
51655,5.0,12.0
51656,17.0,8.0
51657,2.0,12.0
51658,31.0,2.0
51658,6.0,8.0
51659,9.0,2.0
51659,21.0,2.0
51660,25.0,12.0
51660,35.0,12.0
51661,22.0,12.0
51661,9.0,2.0
51663,5.0,12.0
51663,30.0,12.0
51664,23.0,2.0
51664,5.0,12.0
51665,8.0,2.0
51666,36.0,6.0
51666,24.0,2.0
51667,6.0,8.0
51668,31.0,2.0
51668,4.0,12.0
51669,2.0,12.0
51670,5.0,12.0
51671,31.0,2.0
51672,7.0,3.0
51672,8.0,2.0
51673,9.0,2.0
51674,13.0,12.0
51674,35.0,12.0
51676,6.0,8.0
51676,8.0,2.0
51677,21.0,2.0
51678,23.0,2.0
51678,20.0,10.0
51679,30.0,12.0
51680,29.0,7.0
51680,31.0,2.0
51681,9.0,2.0
51681,9.0,2.0
51682,22.0,12.0
51683,2.0,12.0
51684,9.0,2.0
51684,3.0,3.0
51686,1.0,12.0
51686,21.0,2.0
51687,24.0,2.0
51687,5.0,12.0
51688,7.0,3.0
51688,23.0,2.0
51690,25.0,12.0
51691,24.0,2.0
51691,24.0,2.0
51692,9.0,2.0
51694,9.0,2.0
51694,4.0,12.0
51695,24.0,2.0
51696,25.0,12.0
51697,13.0,12.0
51697,34.0,6.0
51698,1.0,12.0
51699,5.0,12.0
51700,23.0,2.0
51700,32.0,6.0
51701,22.0,12.0
51702,24.0,2.0
51704,7.0,3.0
51705,9.0,2.0
51706,38.0,5.0
51706,8.0,2.0
51707,2.0,12.0
51708,25.0,12.0
51710,23.0,2.0
51711,31.0,2.0
51712,21.0,2.0
51713,24.0,2.0
51713,19.0,10.0
51714,13.0,12.0
51715,8.0,2.0
51716,23.0,2.0
51717,21.0,2.0
51719,11.0,10.0
51719,5.0,12.0
51721,31.0,2.0
51722,24.0,2.0
51723,9.0,2.0
51723,8.0,2.0
51724,27.0,6.0
51724,21.0,2.0
51725,23.0,2.0
51725,34.0,6.0
51726,31.0,2.0
51727,2.0,12.0
51728,1.0,12.0
51728,9.0,2.0
51729,15.0,5.0
51731,9.0,2.0
51732,31.0,2.0
51732,18.0,9.0
51733,24.0,2.0
51733,22.0,12.0
51734,23.0,2.0
51736,5.0,12.0
51737,22.0,12.0
51737,8.0,2.0
51738,25.0,12.0
51738,21.0,2.0
51739,10.0,4.0
51740,9.0,2.0
51740,4.0,12.0
51741,2.0,12.0
51743,25.0,12.0
51744,35.0,12.0
51745,15.0,5.0
51745,5.0,12.0
51746,31.0,2.0
51746,14.0,6.0
51747,24.0,2.0
51747,8.0,2.0
51748,24.0,2.0
51749,21.0,2.0
51750,1.0,12.0
51751,7.0,3.0
51751,27.0,6.0
51752,13.0,12.0
51753,16.0,13.0
51754,4.0,12.0
51755,31.0,2.0
51755,31.0,2.0
51757,22.0,12.0
51757,21.0,2.0
51758,8.0,2.0
51759,31.0,2.0
51760,23.0,2.0
51760,24.0,2.0
51761,36.0,6.0
51761,35.0,12.0
51765,24.0,2.0
51765,9.0,2.0
51766,13.0,12.0
51766,13.0,12.0
51767,31.0,2.0
51767,24.0,2.0
51769,22.0,12.0
51769,9.0,2.0
51771,9.0,2.0
51772,25.0,12.0
51773,23.0,2.0
51774,24.0,2.0
51774,2.0,12.0
51776,20.0,10.0
51777,8.0,2.0
51778,31.0,2.0
51778,24.0,2.0
51779,22.0,12.0
51779,21.0,2.0
51780,13.0,12.0
51780,35.0,12.0
51781,17.0,8.0
51781,5.0,12.0
51782,1.0,12.0
51782,24.0,2.0
51783,27.0,6.0
51784,9.0,2.0
51786,30.0,12.0
51787,23.0,2.0
51788,18.0,9.0
51789,8.0,2.0
51791,9.0,2.0
51791,2.0,12.0
51792,22.0,12.0
51792,14.0,6.0
51793,1.0,12.0
51793,36.0,6.0
51794,31.0,2.0
51794,24.0,2.0
51795,26.0,12.0
51795,21.0,2.0
51796,25.0,12.0
51797,31.0,2.0
51797,10.0,4.0
51798,9.0,2.0
51798,4.0,12.0
51799,35.0,12.0
51800,23.0,2.0
51800,8.0,2.0
51801,13.0,12.0
51801,9.0,2.0
51802,1.0,12.0
51802,5.0,12.0
51804,31.0,2.0
51805,24.0,2.0
51805,25.0,12.0
51806,24.0,2.0
51807,12.0,10.0
51807,8.0,2.0
51809,31.0,2.0
51810,32.0,6.0
51811,9.0,2.0
51811,2.0,12.0
51812,13.0,12.0
51812,38.0,5.0
51813,30.0,12.0
51813,24.0,2.0
51815,25.0,12.0
51815,4.0,12.0
51816,31.0,2.0
51816,6.0,8.0
51817,35.0,12.0
51818,21.0,2.0
51819,24.0,2.0
51820,31.0,2.0
51821,23.0,2.0
51821,7.0,3.0
51822,9.0,2.0
51822,2.0,12.0
51823,22.0,12.0
51823,4.0,12.0
51825,9.0,2.0
51825,40.0,5.0
51826,21.0,2.0
51827,24.0,2.0
51827,35.0,12.0
51828,2.0,12.0
51829,31.0,2.0
51830,8.0,2.0
51831,24.0,2.0
51832,26.0,12.0
51832,15.0,5.0
51833,24.0,2.0
51834,14.0,6.0
51834,4.0,12.0
51835,38.0,5.0
51835,21.0,2.0
51836,1.0,12.0
51837,35.0,12.0
51837,2.0,12.0
51838,31.0,2.0
51839,9.0,2.0
51840,27.0,6.0
51840,8.0,2.0
51841,24.0,2.0
51842,40.0,5.0
51842,24.0,2.0
51843,23.0,2.0
51845,9.0,2.0
51846,24.0,2.0
51846,8.0,2.0
51847,13.0,12.0
51847,24.0,2.0
51848,35.0,12.0
51849,29.0,7.0
51849,21.0,2.0
51850,22.0,12.0
51850,39.0,10.0
51851,1.0,12.0
51852,9.0,2.0
51852,21.0,2.0
51854,13.0,12.0
51855,2.0,12.0
51856,4.0,12.0
51857,9.0,2.0
51859,24.0,2.0
51859,21.0,2.0
51860,9.0,2.0
51861,25.0,12.0
51861,5.0,12.0
51862,31.0,2.0
51863,24.0,2.0
51865,31.0,2.0
51865,4.0,12.0
51866,9.0,2.0
51867,23.0,2.0
51868,9.0,2.0
51868,24.0,2.0
51869,15.0,5.0
51870,5.0,12.0
51870,21.0,2.0
51871,24.0,2.0
51871,24.0,2.0
51872,37.0,11.0
51872,8.0,2.0
51873,13.0,12.0
51874,25.0,12.0
51874,30.0,12.0
51875,24.0,2.0
51876,8.0,2.0
51877,23.0,2.0
51878,31.0,2.0
51878,35.0,12.0
51879,24.0,2.0
51880,24.0,2.0
51880,2.0,12.0
51881,5.0,12.0
51882,12.0,10.0
51882,9.0,2.0
51883,22.0,12.0
51884,21.0,2.0
51885,2.0,12.0
51885,4.0,12.0
51886,31.0,2.0
51886,8.0,2.0
51887,24.0,2.0
51887,24.0,2.0
51888,25.0,12.0
51890,24.0,2.0
51891,1.0,12.0
51892,8.0,2.0
51893,35.0,12.0
51894,2.0,12.0
51895,38.0,5.0
51896,22.0,12.0
51896,9.0,2.0
51897,13.0,12.0
51897,31.0,2.0
51898,25.0,12.0
51898,13.0,12.0
51899,9.0,2.0
51900,40.0,5.0
51901,2.0,12.0
51901,24.0,2.0
51902,23.0,2.0
51903,21.0,2.0
51904,8.0,2.0
51905,22.0,12.0
51906,35.0,12.0
51907,31.0,2.0
51907,5.0,12.0
51909,9.0,2.0
51910,9.0,2.0
51911,27.0,6.0
51912,9.0,2.0
51913,31.0,2.0
51913,8.0,2.0
51915,9.0,2.0
51915,4.0,12.0
51916,21.0,2.0
51917,8.0,2.0
51918,24.0,2.0
51919,1.0,12.0
51922,25.0,12.0
51922,19.0,10.0
51924,23.0,2.0
51924,8.0,2.0
51925,28.0,11.0
51925,21.0,2.0
51926,5.0,12.0
51927,13.0,12.0
51930,4.0,12.0
51931,35.0,12.0
51931,21.0,2.0
51932,13.0,12.0
51932,9.0,2.0
51933,5.0,12.0
51934,24.0,2.0
51935,31.0,2.0
51936,35.0,12.0
51938,1.0,12.0
51939,25.0,12.0
51941,40.0,5.0
51942,8.0,2.0
51943,13.0,12.0
51944,12.0,10.0
51944,39.0,10.0
51945,33.0,9.0
51946,7.0,3.0
51947,2.0,12.0
51947,21.0,2.0
51948,24.0,2.0
51948,11.0,10.0
51949,31.0,2.0
51949,9.0,2.0
51950,25.0,12.0
51950,8.0,2.0
51951,24.0,2.0
51952,2.0,12.0
51953,33.0,9.0
51954,24.0,2.0
51954,4.0,12.0
51955,21.0,2.0
51956,22.0,12.0
51956,9.0,2.0
51957,31.0,2.0
51957,35.0,12.0
